Code,name,Location,Margin,total_sales,supplier_total_claim,retailer_total_claim,transaction,item
"K125","KHOBATES INDUSTRIES SDN BHD","TJG","15","3957.33","3356.97","600.36","411","79"
"K125","KHOBATES INDUSTRIES SDN BHD","TKK","15","4653.11","3926.48","726.63","452","97"
"K125","KHOBATES INDUSTRIES SDN BHD","TML","15","8984.32","7575.25","1409.07","878","115"
"K125","KHOBATES INDUSTRIES SDN BHD","TPH","15","8504.75","7208.33","1296.42","929","101"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","BER","15","40715.21","34607.93","6107.28","6197","34"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","BGJ","15","46477.91","39506.22","6971.69","6109","35"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","BT1","15","13891.45","11807.73","2083.72","2122","38"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","BT2","15","31459.60","26740.66","4718.94","4722","39"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","GMS","15","41625.05","35381.29","6243.76","6282","40"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","GRK","15","22260.38","18921.32","3339.06","3536","36"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","IBN","15","31825.43","27051.62","4773.81","4778","37"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","JRT","15","48500.87","41225.74","7275.13","6964","38"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","KKD","15","8038.65","6832.85","1205.80","1358","28"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","KLM","15","6828.22","5803.99","1024.23","1021","28"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","KLP","15","41304.56","35108.88","6195.68","6020","38"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","MR","15","68974.13","58628.01","10346.12","10039","55"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","MTK","15","34719.54","29511.61","5207.93","5729","38"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","NSB","15","9912.36","8425.51","1486.85","1865","71"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","PDS","15","55110.39","46843.83","8266.56","7303","50"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","PLU","15","8939.78","7598.81","1340.97","1609","45"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","RB","15","69641.12","59194.95","10446.17","9665","36"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","SGB","15","36450.77","30983.15","5467.62","4935","41"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","SGM","15","9881.00","8398.85","1482.15","1716","45"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","SGP","15","10476.49","8905.02","1571.47","1361","31"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","SGS","15","26785.95","22768.06","4017.89","3820","35"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","SM2","15","24735.10","21024.83","3710.26","3828","33"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","SMJ","15","27876.70","23695.20","4181.51","3985","31"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","SNW","15","15325.61","13026.77","2298.84","2527","34"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","SPE","15","12126.73","10307.72","1819.01","1898","25"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","TGM","15","34506.45","29330.48","5175.97","4827","41"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","TI1","15","25366.45","21561.48","3804.97","3634","40"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","TI2","15","28650.64","24353.04","4297.60","4126","42"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","TJG","15","3771.27","3205.58","565.69","804","22"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","TKK","15","17788.75","15120.44","2668.31","3292","48"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","TML","15","45084.93","38322.19","6762.74","6644","37"
"K165","KAWAN KAWAN MARKETING SDN BHD-CONSIGNMENT","TPH","15","42023.11","35719.64","6303.47","5672","36"
"K166","K-OCEAN SEAFOOD RESOURCES SDN BHD (CONSIGNMENT)","KKD","6","6612.97","6216.19","396.78","489","38"
"K166","K-OCEAN SEAFOOD RESOURCES SDN BHD (CONSIGNMENT)","KLM","6","31545.09","29652.38","1892.71","2117","59"
"K169","K&T TRADING (KB) SDN BHD - CONSIGNMENT","NSB","15","840.19","714.16","126.03","83","2"
"K169","K&T TRADING (KB) SDN BHD - CONSIGNMENT","PLU","15","1158.21","984.48","173.73","144","2"
"K169","K&T TRADING (KB) SDN BHD - CONSIGNMENT","TJG","15","35294.96","30000.72","5294.24","3346","40"
"L047","LEE TRADING COMPANY","BER","25","7559.02","5661.91","1897.11","414","24"
"L047","LEE TRADING COMPANY","BGJ","20","2689.75","2000.90","688.85","186","19"
"L047","LEE TRADING COMPANY","BT1","25","251.90","188.93","62.98","14","3"
"L047","LEE TRADING COMPANY","BT2","20","2338.56","1758.96","579.60","146","18"
"L047","LEE TRADING COMPANY","GMS","25","4052.45","3022.98","1029.47","251","18"
"L047","LEE TRADING COMPANY","GRK","25","3026.90","2253.92","772.98","177","23"
"L047","LEE TRADING COMPANY","IBN","25","1586.80","1191.92","394.88","103","15"
"L047","LEE TRADING COMPANY","JRT","25","3620.83","2715.77","905.06","194","15"
"L047","LEE TRADING COMPANY","KKD","25","985.15","738.13","247.02","68","13"
"L047","LEE TRADING COMPANY","KLM","25","620.50","465.37","155.13","42","10"
"L047","LEE TRADING COMPANY","KLP","25","3838.50","2859.65","978.85","271","25"
"L047","LEE TRADING COMPANY","MR","25","4479.30","3350.02","1129.28","269","18"
"L047","LEE TRADING COMPANY","MTK","25","2036.20","1518.51","517.69","130","21"
"L047","LEE TRADING COMPANY","NSB","25","1133.69","844.97","288.72","79","13"
"L047","LEE TRADING COMPANY","PDS","25","3110.85","2312.90","797.95","178","20"
"L047","LEE TRADING COMPANY","PLU","35","1066.00","796.89","269.11","78","13"
"L047","LEE TRADING COMPANY","RB","25","5937.80","4408.87","1528.93","386","19"
"L047","LEE TRADING COMPANY","SGB","25","1543.55","1161.91","381.64","99","11"
"L047","LEE TRADING COMPANY","SGM","25","2298.90","1722.60","576.30","131","15"
"L047","LEE TRADING COMPANY","SGP","35","2152.15","1606.31","545.84","165","12"
"L047","LEE TRADING COMPANY","SGS","25","5334.43","4008.14","1326.29","346","21"
"L047","LEE TRADING COMPANY","SM2","20","2769.30","2078.19","691.11","162","15"
"L047","LEE TRADING COMPANY","SMJ","25","225.90","169.42","56.47","14","8"
"L047","LEE TRADING COMPANY","TGM","25","2574.10","1913.07","661.03","182","23"
"L047","LEE TRADING COMPANY","TI1","25","3076.90","2313.77","763.13","173","17"
"L047","LEE TRADING COMPANY","TI2","25","1367.00","1024.53","342.47","88","10"
"L047","LEE TRADING COMPANY","TJG","25","1018.22","763.66","254.55","55","9"
"L047","LEE TRADING COMPANY","TKK","25","343.70","258.39","85.32","25","9"
"L047","LEE TRADING COMPANY","TML","25","1348.50","1012.59","335.90","73","14"
"L047","LEE TRADING COMPANY","TPH","25","1531.80","1131.26","400.54","99","20"
"L048","LIAN HO TRADING (1988) SDN  BHD","BER","30","82.60","57.82","24.78","13","1"
"L048","LIAN HO TRADING (1988) SDN  BHD","BGJ","30","289.10","202.37","86.73","46","1"
"L048","LIAN HO TRADING (1988) SDN  BHD","BT2","30","153.40","107.38","46.02","26","1"
"L048","LIAN HO TRADING (1988) SDN  BHD","IBN","30","70.80","49.56","21.24","11","1"
"L048","LIAN HO TRADING (1988) SDN  BHD","JRT","30","132.30","92.61","39.69","27","1"
"L048","LIAN HO TRADING (1988) SDN  BHD","PDS","30","112.10","78.47","33.63","19","1"
"L048","LIAN HO TRADING (1988) SDN  BHD","SGM","30","14.70","10.29","4.41","3","1"
"L048","LIAN HO TRADING (1988) SDN  BHD","SGS","30","413.00","289.10","123.90","62","1"
"L048","LIAN HO TRADING (1988) SDN  BHD","SMJ","30","11.80","8.26","3.54","2","1"
"L048","LIAN HO TRADING (1988) SDN  BHD","TGM","30","212.40","148.68","63.72","35","1"
"L048","LIAN HO TRADING (1988) SDN  BHD","TI1","30","118.00","82.60","35.40","19","1"
"L048","LIAN HO TRADING (1988) SDN  BHD","TI2","30","29.50","20.65","8.85","5","1"
"L048","LIAN HO TRADING (1988) SDN  BHD","TJG","30","24.50","17.15","7.35","5","1"
"L048","LIAN HO TRADING (1988) SDN  BHD","TKK","30","44.40","31.08","13.32","7","1"
"L050","LEIN HING ENTERPRISE SDN.BHD","TI1","20","7.50","6.00","1.50","1","1"
"L053","LIFE STYLE FASHION SDN BHD","BER","28","605.05","442.47","162.58","37","9"
"L053","LIFE STYLE FASHION SDN BHD","BGJ","28","642.60","471.17","171.43","39","8"
"L053","LIFE STYLE FASHION SDN BHD","BT2","28","798.10","579.11","218.99","47","9"
"L053","LIFE STYLE FASHION SDN BHD","GMS","28","468.80","337.54","131.26","29","4"
"L053","LIFE STYLE FASHION SDN BHD","GRK","25","860.70","633.10","227.60","58","11"
"L053","LIFE STYLE FASHION SDN BHD","JRT","28","592.20","426.38","165.82","35","3"
"L053","LIFE STYLE FASHION SDN BHD","KLP","28","590.45","427.05","163.40","29","7"
"L053","LIFE STYLE FASHION SDN BHD","MTK","28","374.85","275.83","99.02","24","11"
"L053","LIFE STYLE FASHION SDN BHD","PDS","25","637.70","478.28","159.42","41","4"
"L053","LIFE STYLE FASHION SDN BHD","RB","28","748.15","545.76","202.39","44","16"
"L053","LIFE STYLE FASHION SDN BHD","SGB","28","813.75","587.99","225.77","46","7"
"L053","LIFE STYLE FASHION SDN BHD","SGS","28","1195.45","873.18","322.27","68","15"
"L053","LIFE STYLE FASHION SDN BHD","TGM","28","837.10","605.81","231.29","52","10"
"L053","LIFE STYLE FASHION SDN BHD","TI1","28","726.80","533.61","193.19","34","11"
"L053","LIFE STYLE FASHION SDN BHD","TI2","28","879.50","641.01","238.49","54","12"
"L053","LIFE STYLE FASHION SDN BHD","TJG","28","533.02","387.82","145.20","25","13"
"L053","LIFE STYLE FASHION SDN BHD","TKK","28","309.95","229.27","80.68","22","10"
"L053","LIFE STYLE FASHION SDN BHD","TML","28","276.60","201.69","74.91","20","6"
"L053","LIFE STYLE FASHION SDN BHD","TPH","28","636.90","462.22","174.68","40","9"
"L082","LAVIE ENTERPRISE","BER","15","2657.70","2037.50","620.20","60","8"
"L082","LAVIE ENTERPRISE","BGJ","15","1888.10","1460.83","427.26","46","9"
"L082","LAVIE ENTERPRISE","BT2","25","2676.00","2036.70","639.30","52","8"
"L082","LAVIE ENTERPRISE","GRK","15","1173.35","893.51","279.84","27","6"
"L082","LAVIE ENTERPRISE","KLP","25","2726.40","2103.84","622.56","63","6"
"L082","LAVIE ENTERPRISE","MTK","15","1448.70","1111.64","337.06","29","5"
"L082","LAVIE ENTERPRISE","PDS","15","1896.75","1470.24","426.51","45","7"
"L082","LAVIE ENTERPRISE","SGB","15","331.50","253.73","77.78","8","4"
"L082","LAVIE ENTERPRISE","SGS","15","1412.00","1097.60","314.40","32","6"
"L082","LAVIE ENTERPRISE","TGM","25","1404.00","1080.35","323.65","33","8"
"L082","LAVIE ENTERPRISE","TI1","15","2352.00","1813.60","538.40","52","7"
"L082","LAVIE ENTERPRISE","TML","15","531.75","408.94","122.81","12","5"
"L082","LAVIE ENTERPRISE","TPH","15","1133.30","870.68","262.63","23","6"
"L084","LAI HUAT MARKETING SDN. BHD.-C","BGJ","30","274.30","192.01","82.29","5","2"
"L084","LAI HUAT MARKETING SDN. BHD.-C","MR","30","314.20","219.94","94.26","8","2"
"L084","LAI HUAT MARKETING SDN. BHD.-C","PDS","30","578.50","404.95","173.55","15","4"
"L084","LAI HUAT MARKETING SDN. BHD.-C","SGB","30","364.10","254.87","109.23","6","3"
"L084","LAI HUAT MARKETING SDN. BHD.-C","SGS","30","438.90","307.23","131.67","11","4"
"L084","LAI HUAT MARKETING SDN. BHD.-C","SM2","30","763.00","534.10","228.90","17","2"
"L084","LAI HUAT MARKETING SDN. BHD.-C","SMJ","30","39.90","27.93","11.97","1","1"
"L084","LAI HUAT MARKETING SDN. BHD.-C","TGM","30","374.10","261.87","112.23","7","4"
"L084","LAI HUAT MARKETING SDN. BHD.-C","TI1","30","104.70","73.29","31.41","3","1"
"L084","LAI HUAT MARKETING SDN. BHD.-C","TI2","30","184.50","129.15","55.35","5","2"
"L084","LAI HUAT MARKETING SDN. BHD.-C","TML","30","229.40","160.58","68.82","6","3"
"L091","LIAN AIK TOYS SDN BHD","BER","25","5202.25","3658.62","1543.64","205","27"
"L091","LIAN AIK TOYS SDN BHD","BGJ","30","3519.70","2473.10","1046.60","122","24"
"L091","LIAN AIK TOYS SDN BHD","BT2","25","6926.35","4863.45","2062.90","274","21"
"L091","LIAN AIK TOYS SDN BHD","GMS","30","5015.40","3535.34","1480.06","183","27"
"L091","LIAN AIK TOYS SDN BHD","GRK","30","3045.65","2155.76","889.89","114","41"
"L091","LIAN AIK TOYS SDN BHD","IBN","30","2268.15","1607.76","660.39","87","29"
"L091","LIAN AIK TOYS SDN BHD","KLP","25","8878.65","6279.84","2598.81","342","47"
"L091","LIAN AIK TOYS SDN BHD","MR","30","2480.65","1747.79","732.86","113","22"
"L091","LIAN AIK TOYS SDN BHD","RB","25","9302.45","6533.62","2768.83","401","20"
"L091","LIAN AIK TOYS SDN BHD","SGB","30","3498.35","2470.73","1027.62","132","27"
"L091","LIAN AIK TOYS SDN BHD","SGS","25","2794.00","1964.07","829.93","100","16"
"L091","LIAN AIK TOYS SDN BHD","SMJ","30","2779.70","1976.86","802.84","106","41"
"L091","LIAN AIK TOYS SDN BHD","TGM","25","1868.40","1315.05","553.35","78","10"
"L091","LIAN AIK TOYS SDN BHD","TI1","30","2859.00","2005.90","853.10","101","14"
"L091","LIAN AIK TOYS SDN BHD","TI2","30","4046.40","2853.38","1193.02","140","33"
"L091","LIAN AIK TOYS SDN BHD","TJG","30","3011.80","2131.66","880.14","98","43"
"L091","LIAN AIK TOYS SDN BHD","TML","30","7968.35","5649.45","2318.90","300","39"
"L091","LIAN AIK TOYS SDN BHD","TPH","30","3212.20","2263.01","949.19","104","30"
"L094","LAWA APPAREL SDN BHD","BT2","25","1153.60","894.28","259.32","31","6"
"L094","LAWA APPAREL SDN BHD","IBN","23","37.75","29.07","8.68","1","1"
"L094","LAWA APPAREL SDN BHD","JRT","23","37.75","29.07","8.68","1","1"
"L094","LAWA APPAREL SDN BHD","KLM","23","1174.20","923.71","250.49","28","6"
"L094","LAWA APPAREL SDN BHD","MR","23","4589.30","3646.73","942.57","128","9"
"L094","LAWA APPAREL SDN BHD","MTK","25","2593.30","2080.84","512.46","73","9"
"L094","LAWA APPAREL SDN BHD","RB","23","5434.55","4337.41","1097.14","124","5"
"L094","LAWA APPAREL SDN BHD","SGB","25","2786.95","2217.86","569.09","78","8"
"L094","LAWA APPAREL SDN BHD","SGS","23","4688.30","3748.07","940.23","102","7"
"L094","LAWA APPAREL SDN BHD","SM2","25","3113.60","2496.10","617.50","79","13"
"L094","LAWA APPAREL SDN BHD","TI1","23","3409.05","2692.16","716.89","73","6"
"L094","LAWA APPAREL SDN BHD","TKK","25","2042.05","1613.12","428.93","68","11"
"L124","LEYANG APPAREL SDN BHD","RB","20","258.45","206.76","51.69","17","5"
"L126","LR SHOES SDN BHD","PDS","18","16823.40","13795.19","3028.21","237","13"
"L126","LR SHOES SDN BHD","SGP","18","7605.00","6236.10","1368.90","128","5"
"L126","LR SHOES SDN BHD","SGS","18","6464.00","5300.48","1163.52","123","5"
"L151","LOONG HUAT SALES AND MARKETING SDN BHD - FUJITSU BATTERIES","BER","30","823.90","658.68","165.22","148","11"
"L151","LOONG HUAT SALES AND MARKETING SDN BHD - FUJITSU BATTERIES","BGJ","20","1187.65","946.60","241.06","211","11"
"L151","LOONG HUAT SALES AND MARKETING SDN BHD - FUJITSU BATTERIES","BT2","20","1420.30","1134.79","285.51","236","12"
"L151","LOONG HUAT SALES AND MARKETING SDN BHD - FUJITSU BATTERIES","GMS","20","159.95","127.96","31.99","33","6"
"L151","LOONG HUAT SALES AND MARKETING SDN BHD - FUJITSU BATTERIES","JRT","20","1201.65","957.71","243.94","196","14"
"L151","LOONG HUAT SALES AND MARKETING SDN BHD - FUJITSU BATTERIES","MR","20","296.90","234.68","62.22","56","11"
"L151","LOONG HUAT SALES AND MARKETING SDN BHD - FUJITSU BATTERIES","PDS","30","446.30","351.66","94.64","78","10"
"L151","LOONG HUAT SALES AND MARKETING SDN BHD - FUJITSU BATTERIES","RB","20","2082.70","1654.37","428.33","349","14"
"L151","LOONG HUAT SALES AND MARKETING SDN BHD - FUJITSU BATTERIES","SGS","20","322.80","255.72","67.08","72","8"
"L151","LOONG HUAT SALES AND MARKETING SDN BHD - FUJITSU BATTERIES","TGM","20","559.40","442.21","117.19","114","11"
"L151","LOONG HUAT SALES AND MARKETING SDN BHD - FUJITSU BATTERIES","TI1","20","406.95","323.45","83.50","75","12"
"L151","LOONG HUAT SALES AND MARKETING SDN BHD - FUJITSU BATTERIES","TI2","20","516.70","412.11","104.59","96","11"
"L151","LOONG HUAT SALES AND MARKETING SDN BHD - FUJITSU BATTERIES","TML","20","826.15","660.08","166.07","128","9"
"L164","LADY BUG PUBLISHING AND DISTRIBUTION ","BER","40","37.92","22.75","15.17","7","4"
"L164","LADY BUG PUBLISHING AND DISTRIBUTION ","BGJ","40","529.20","317.52","211.68","57","11"
"L164","LADY BUG PUBLISHING AND DISTRIBUTION ","BT2","40","595.11","357.07","238.04","72","11"
"L164","LADY BUG PUBLISHING AND DISTRIBUTION ","GMS","40","91.87","55.12","36.75","11","5"
"L164","LADY BUG PUBLISHING AND DISTRIBUTION ","GRK","40","276.47","165.88","110.59","37","11"
"L164","LADY BUG PUBLISHING AND DISTRIBUTION ","IBN","40","170.67","102.40","68.27","26","8"
"L164","LADY BUG PUBLISHING AND DISTRIBUTION ","JRT","40","189.25","113.55","75.70","17","7"
"L164","LADY BUG PUBLISHING AND DISTRIBUTION ","KKD","40","360.00","216.00","144.00","35","8"
"L164","LADY BUG PUBLISHING AND DISTRIBUTION ","KLM","40","997.93","598.76","399.17","122","12"
"L164","LADY BUG PUBLISHING AND DISTRIBUTION ","KLP","40","1391.54","834.92","556.62","159","10"
"L164","LADY BUG PUBLISHING AND DISTRIBUTION ","MTK","40","313.81","188.29","125.52","57","10"
"L164","LADY BUG PUBLISHING AND DISTRIBUTION ","NSB","40","883.68","530.21","353.47","73","10"
"L164","LADY BUG PUBLISHING AND DISTRIBUTION ","PDS","40","19.94","11.96","7.98","5","2"
"L164","LADY BUG PUBLISHING AND DISTRIBUTION ","PLU","40","783.72","470.23","313.49","79","9"
"L164","LADY BUG PUBLISHING AND DISTRIBUTION ","RB","40","1164.86","698.92","465.94","171","12"
"L164","LADY BUG PUBLISHING AND DISTRIBUTION ","SGB","40","376.51","225.91","150.60","42","10"
"L164","LADY BUG PUBLISHING AND DISTRIBUTION ","SGP","40","434.69","260.81","173.88","73","11"
"L164","LADY BUG PUBLISHING AND DISTRIBUTION ","SGS","40","672.29","403.37","268.92","93","12"
"L164","LADY BUG PUBLISHING AND DISTRIBUTION ","SM2","40","578.03","346.82","231.21","71","12"
"L164","LADY BUG PUBLISHING AND DISTRIBUTION ","SMJ","40","84.89","50.93","33.96","9","6"
"L164","LADY BUG PUBLISHING AND DISTRIBUTION ","SPE","40","235.53","141.32","94.21","44","11"
"L164","LADY BUG PUBLISHING AND DISTRIBUTION ","TGM","40","280.10","168.06","112.04","31","11"
"L164","LADY BUG PUBLISHING AND DISTRIBUTION ","TI1","40","992.67","595.60","397.07","127","12"
"L164","LADY BUG PUBLISHING AND DISTRIBUTION ","TI2","40","183.28","109.97","73.31","21","9"
"L164","LADY BUG PUBLISHING AND DISTRIBUTION ","TJG","40","163.70","98.22","65.48","24","10"
"L164","LADY BUG PUBLISHING AND DISTRIBUTION ","TKK","40","327.57","196.54","131.03","35","10"
"L164","LADY BUG PUBLISHING AND DISTRIBUTION ","TML","40","1032.18","619.31","412.87","103","10"
"L164","LADY BUG PUBLISHING AND DISTRIBUTION ","TPH","40","746.81","448.09","298.72","94","12"
"M098","MODERNFORM SDN. BHD","BER","22","6065.18","4581.84","1483.34","204","36"
"M098","MODERNFORM SDN. BHD","BGJ","18","13723.20","10114.75","3608.45","370","27"
"M098","MODERNFORM SDN. BHD","BT2","30","10599.40","8005.82","2593.58","376","48"
"M098","MODERNFORM SDN. BHD","GMS","30","10167.30","7763.88","2403.42","335","31"
"M098","MODERNFORM SDN. BHD","IBN","18","9760.00","7852.52","1907.48","298","24"
"M098","MODERNFORM SDN. BHD","JRT","18","9456.50","7107.59","2348.91","291","50"
"M098","MODERNFORM SDN. BHD","KLP","22","8567.50","6431.73","2135.77","270","53"
"M098","MODERNFORM SDN. BHD","MR","30","7280.20","5505.80","1774.40","216","41"
"M098","MODERNFORM SDN. BHD","MTK","18","3069.50","2413.85","655.65","118","46"
"M098","MODERNFORM SDN. BHD","PDS","18","9296.60","6971.06","2325.54","304","29"
"M098","MODERNFORM SDN. BHD","SGB","18","11529.35","8648.48","2880.88","346","48"
"M098","MODERNFORM SDN. BHD","SGM","22","4077.46","3110.56","966.90","111","29"
"M098","MODERNFORM SDN. BHD","SGP","30","11167.30","8394.79","2772.51","394","26"
"M098","MODERNFORM SDN. BHD","SGS","22","9750.80","7347.48","2403.32","313","27"
"M098","MODERNFORM SDN. BHD","SMJ","30","2627.18","1966.80","660.38","94","28"
"M098","MODERNFORM SDN. BHD","SNW","18","2446.00","1895.40","550.60","78","29"
"M098","MODERNFORM SDN. BHD","TGM","22","11735.10","8670.21","3064.89","353","46"
"M098","MODERNFORM SDN. BHD","TI1","30","6864.20","5166.82","1697.38","202","29"
"M098","MODERNFORM SDN. BHD","TI2","18","10184.20","7868.44","2315.76","393","29"
"M098","MODERNFORM SDN. BHD","TJG","18","5695.95","4271.65","1424.30","150","46"
"M098","MODERNFORM SDN. BHD","TKK","18","1716.00","1301.24","414.76","67","34"
"M098","MODERNFORM SDN. BHD","TML","30","5680.10","4340.00","1340.10","214","45"
"M098","MODERNFORM SDN. BHD","TPH","30","8704.20","6420.24","2283.96","236","36"
"M104","ME & YOU TRADING","BT2","35","7671.95","4986.77","2685.18","1214","18"
"M104","ME & YOU TRADING","GRK","35","3831.84","2490.70","1341.14","575","18"
"M104","ME & YOU TRADING","RB","35","12831.77","8340.65","4491.12","1731","20"
"M104","ME & YOU TRADING","SGB","35","6251.63","4063.56","2188.07","944","16"
"M104","ME & YOU TRADING","TI2","35","3822.54","2484.65","1337.89","471","19"
"M180","MODERN BATH INDUSTRIES SDN BHD","BGJ","30","906.70","634.69","272.01","47","25"
"M180","MODERN BATH INDUSTRIES SDN BHD","BT2","30","932.95","653.07","279.88","54","29"
"M180","MODERN BATH INDUSTRIES SDN BHD","GMS","30","343.60","240.52","103.08","22","11"
"M180","MODERN BATH INDUSTRIES SDN BHD","GRK","30","125.25","87.68","37.57","13","7"
"M180","MODERN BATH INDUSTRIES SDN BHD","IBN","30","978.05","684.63","293.42","66","21"
"M180","MODERN BATH INDUSTRIES SDN BHD","MR","30","578.75","405.13","173.62","33","18"
"M180","MODERN BATH INDUSTRIES SDN BHD","PDS","30","430.40","301.28","129.12","34","16"
"M180","MODERN BATH INDUSTRIES SDN BHD","RB","30","1232.70","862.89","369.81","70","15"
"M180","MODERN BATH INDUSTRIES SDN BHD","SGB","30","2110.30","1477.21","633.09","146","31"
"M180","MODERN BATH INDUSTRIES SDN BHD","SGS","30","945.15","661.60","283.54","61","19"
"M180","MODERN BATH INDUSTRIES SDN BHD","SM2","30","505.80","354.06","151.74","31","11"
"M180","MODERN BATH INDUSTRIES SDN BHD","SMJ","30","273.40","191.38","82.02","18","14"
"M180","MODERN BATH INDUSTRIES SDN BHD","SNW","30","191.50","134.05","57.45","7","3"
"M180","MODERN BATH INDUSTRIES SDN BHD","TGM","30","605.10","423.57","181.53","35","12"
"M180","MODERN BATH INDUSTRIES SDN BHD","TJG","30","530.00","371.00","159.00","36","10"
"M180","MODERN BATH INDUSTRIES SDN BHD","TPH","30","388.65","272.05","116.59","26","15"
"M194","MASMOS NIAGA SDN BHD","BER","25","1056.70","804.84","251.86","116","24"
"M194","MASMOS NIAGA SDN BHD","BGJ","23","956.50","727.23","229.27","110","26"
"M194","MASMOS NIAGA SDN BHD","GMS","23","1016.65","774.28","242.37","136","22"
"M194","MASMOS NIAGA SDN BHD","GRK","23","1724.35","1311.39","412.96","200","30"
"M194","MASMOS NIAGA SDN BHD","IBN","30","1302.40","987.07","315.33","148","23"
"M194","MASMOS NIAGA SDN BHD","JRT","25","1838.05","1398.37","439.68","215","23"
"M194","MASMOS NIAGA SDN BHD","KLP","23","1298.90","986.79","312.11","155","25"
"M194","MASMOS NIAGA SDN BHD","MR","23","933.65","708.88","224.77","108","24"
"M194","MASMOS NIAGA SDN BHD","MTK","25","541.70","409.20","132.50","67","20"
"M194","MASMOS NIAGA SDN BHD","PDS","25","3499.75","2667.98","831.77","396","32"
"M194","MASMOS NIAGA SDN BHD","RB","25","827.35","624.49","202.86","93","10"
"M194","MASMOS NIAGA SDN BHD","SGB","23","1391.50","1059.58","331.92","153","25"
"M194","MASMOS NIAGA SDN BHD","SGS","25","1639.25","1248.31","390.94","201","22"
"M194","MASMOS NIAGA SDN BHD","SNW","23","654.95","497.89","157.06","84","21"
"M194","MASMOS NIAGA SDN BHD","TGM","23","1652.75","1257.07","395.68","190","24"
"M194","MASMOS NIAGA SDN BHD","TI1","25","1631.65","1239.28","392.37","180","23"
"M194","MASMOS NIAGA SDN BHD","TI2","23","1624.25","1236.92","387.33","209","24"
"M194","MASMOS NIAGA SDN BHD","TKK","25","526.20","399.43","126.77","59","18"
"M194","MASMOS NIAGA SDN BHD","TML","23","968.71","735.82","232.89","109","26"
"M212","MIEZORA GROUP SDN BHD ","BER","35","355.40","231.01","124.39","70","5"
"M212","MIEZORA GROUP SDN BHD ","BGJ","35","67.20","43.68","23.52","15","3"
"M212","MIEZORA GROUP SDN BHD ","BT2","35","323.30","210.15","113.16","59","4"
"M212","MIEZORA GROUP SDN BHD ","GMS","35","227.80","148.07","79.73","42","6"
"M212","MIEZORA GROUP SDN BHD ","GRK","35","245.40","159.51","85.89","52","5"
"M212","MIEZORA GROUP SDN BHD ","IBN","35","488.50","317.53","170.97","87","5"
"M212","MIEZORA GROUP SDN BHD ","JRT","35","1649.50","1072.18","577.32","268","10"
"M212","MIEZORA GROUP SDN BHD ","KKD","35","1547.30","1005.75","541.55","221","15"
"M212","MIEZORA GROUP SDN BHD ","KLM","35","419.30","272.54","146.76","58","13"
"M212","MIEZORA GROUP SDN BHD ","KLP","35","233.20","151.58","81.62","40","5"
"M212","MIEZORA GROUP SDN BHD ","MR","35","333.70","216.90","116.79","57","5"
"M212","MIEZORA GROUP SDN BHD ","MTK","35","254.30","165.29","89.00","45","4"
"M212","MIEZORA GROUP SDN BHD ","NSB","35","4440.80","2886.52","1554.28","481","16"
"M212","MIEZORA GROUP SDN BHD ","PDS","35","197.10","128.11","68.99","37","6"
"M212","MIEZORA GROUP SDN BHD ","PLU","35","2543.90","1653.54","890.36","324","15"
